key,project_name,organization_name,lg_code,prefecture_name,city_code,city_name,cft_issue_date,cft_issue_year,category,procedure_type,external_document_uri,taxonomy_version,it_related,core_it_delivery,digital_or_ai_adjacent,matched_subgroups,subgroup_count,system_development,system_services,software_applications,operations_maintenance,cloud,cybersecurity,network_infrastructure,end_user_computing,data_digital,artificial_intelligence,it_consulting_planning,result_id,date,file_type,file_size,certification,period_end_time,location,tender_submission_deadline,opening_tenders_event,item_code,attachment_count,attachments_json
aG9ra2FpZG8vaGtkX21saXRfZ29fcnVtb2kvMjAyMi8yMDIyMDExMl8wMDMxMQo=,4．留萌開発建設部管内 情報通信システム装置保守点検,国土交通省北海道開発局留萌開発建設部,01,北海道,012122,留萌市,2022-01-12T00:00:00+09:00,2022,役務,,https://www.hkd.mlit.go.jp/rm/keiyaku/f6h4sv0000000i3g-att/s2j3ut0000001r4g.pdf,1.1.0-candidate2,True,True,False,system_development|operations_maintenance,2,True,False,False,True,False,False,False,False,False,False,False,23,2022-01-17T19:38:01+09:00,pdf,118290.0,A B C D,,,,,,0,[]
aG9ra2FpZG8vaGtkX21saXRfZ29fcnVtb2kvMjAyMi8yMDIyMDExMl8wMDMyMwo=,1．留萌開発建設部管内 情報通信システム装置保守点検,国土交通省北海道開発局留萌開発建設部,01,北海道,012122,留萌市,2022-01-12T00:00:00+09:00,2022,役務,,https://www.hkd.mlit.go.jp/rm/keiyaku/f6h4sv0000000i3g-att/s2j3ut0000001y34.pdf,1.1.0-candidate2,True,True,False,system_development|operations_maintenance,2,True,False,False,True,False,False,False,False,False,False,False,21,2022-02-09T19:22:58+09:00,pdf,118290.0,A B C D,,,,,,0,[]
Z292MTMvY2JyX21saXRfY2h1YnVfa293YW4vMjAyMi8yMDIyMDExM18wMDA2OQo=,令和４年度 港湾情報処理システム運用管理業務,国土交通省中部地方整備局港湾空港部,23,愛知県,231002,名古屋市,2022-01-13T00:00:00+09:00,2022,役務,,http://www.pa.cbr.mlit.go.jp/file/contract/result/buppin/220113_01koukoku-1.pdf,1.1.0-candidate2,True,True,False,operations_maintenance,1,False,False,False,True,False,False,False,False,False,False,False,103,2022-01-13T19:05:04+09:00,pdf,103375.0,,,,,,,0,[]
a2FuYWdhd2Eva3VyaWhhbWFfaXJ5b19jZW50ZXIvMjAyMi8yMDIyMDExM18wMDExOAo=,入札公告 アルコール依存症専門医療機関における治療予後調査 EDC/ePRO（患者報告アウトカム電子システム）構築作業委託業務 一式,独立行政法人国立病院機構久里浜医療センター,14,神奈川県,142018,横須賀市,2022-01-13T00:00:00+09:00,2022,役務,,https://kurihama.hosp.go.jp/about/pdf/bid-2022-01-13_02.pdf,1.1.0-candidate2,True,True,False,system_development,1,True,False,False,False,False,False,False,False,False,False,False,35,2022-01-18T19:10:07+09:00,pdf,253856.0,,,,,,,0,[]
Z292My9tb2RfZ3NkZl9lYWVfZWFmaW4vMjAyMi8yMDIyMDExOF8wNzMyMgo=,多面的観賞システム導入・設置役務,防衛省陸上自衛隊東部方面会計隊,13,東京都,131041,新宿区,2022-01-18T00:00:00+09:00,2022,役務,,https://www.mod.go.jp/gsdf/eae/kaikei/eafin/koukoku/20220201-GYOU-0360.pdf,1.1.0-candidate2,True,True,False,system_development,1,True,False,False,False,False,False,False,False,False,False,False,63,2022-01-18T19:22:08+09:00,pdf,212722.0,,,,,,,0,[]
Z292My9tb2RfZ3NkZl9lYWVfZWFmaW4vMjAyMi8yMDIyMDExOF8wNzMyMwo=,デジタル年表システム導入・設置役務,防衛省陸上自衛隊東部方面会計隊,13,東京都,131041,新宿区,2022-01-18T00:00:00+09:00,2022,役務,,https://www.mod.go.jp/gsdf/eae/kaikei/eafin/koukoku/20220201-GYOU-0370.pdf,1.1.0-candidate2,True,True,False,system_development,1,True,False,False,False,False,False,False,False,False,False,False,62,2022-01-18T19:22:08+09:00,pdf,211984.0,,,,,,,0,[]
Z292NS9tYWZmX2pmYS8yMDIyLzIwMjIwMTE4XzAwMTM3Cg==,船舶航跡システム（VMAC）に係る船舶用端末等の設置及び保守・運用業務(PDF : 103KB),水産庁,13,東京都,131016,千代田区,2022-01-18T00:00:00+09:00,2022,役務,,https://www.jfa.maff.go.jp/j/gyosei/supply/nyusatu/attach/pdf/ekimu_sonota-5.pdf,1.1.0-candidate2,True,True,False,operations_maintenance,1,False,False,False,True,False,False,False,False,False,False,False,57,2022-05-16T19:43:57+09:00,pdf,105203.0,A B C,,,,,,1,"[{""name"":""仕様書(PDF : 3,679KB)"",""uri"":""https://www.jfa.maff.go.jp/j/gyosei/supply/nyusatu/attach/pdf/ekimu_sonota-4.pdf""}]"
b3Nha2Evb3Nha2FtaW5hbWlfaXJ5b19jZW50ZXIvMjAyMi8yMDIyMDExOF8wMDAzMwo=,関節リウマチデータ分析業務委託 一式［PDF形式 139KB］,独立行政法人国立病院機構大阪南医療センター,27,大阪府,272167,河内長野市,2022-01-18T00:00:00+09:00,2022,役務,,https://osakaminami.hosp.go.jp/files/000167887.pdf,1.1.0-candidate2,True,False,True,data_digital,1,False,False,False,False,False,False,False,False,True,False,False,14,2022-01-18T19:07:11+09:00,pdf,142178.0,,,,,,,0,[]
ZnVrdW9rYS9wb2xpY2VfZnVrdW9rYS8yMDIyLzIwMjIwMTE5XzAwOTI5Cg==,交通規制集データ化業務委託に係る入札について,国家公安委員会（警察庁）福岡県警察,40,福岡県,401307,福岡市,2022-01-19T00:00:00+09:00,2022,役務,,https://www.police.pref.fukuoka.jp/data/open/cnt/3/13384/1/20220119kiseisyuukoukoku.pdf,1.1.0-candidate2,True,False,True,data_digital,1,False,False,False,False,False,False,False,False,True,False,False,14,2022-01-19T19:10:50+09:00,pdf,174457.0,,,,,,,1,"[{""name"":""・交通規制集データ化業務委託に係る入札説明書 （3,497kbyte）"",""uri"":""https://www.police.pref.fukuoka.jp/data/open/cnt/3/13384/1/20220119kiseisyuusetumeisyo.pdf""}]"
Z292NS9yb2Z1a3UvMjAyMi8yMDIyMDEyMF8wMTQ3Mgo=,令和４年度労災疾病等医学研究・開発、普 及ネットワークシステム等管理及びコンサル ティングに関する業務委託一式（本部）,独立行政法人労働者健康安全機構,14,神奈川県,141305,川崎市,2022-01-20T00:00:00+09:00,2022,役務,,https://www.johas.go.jp/Portals/0/data0/jigyogaiyo/choutatsu/nyusatsu/0401/nyuusatsu040120(1).pdf,1.1.0-candidate2,True,True,False,network_infrastructure,1,False,False,False,False,False,False,True,False,False,False,False,17,2022-01-20T00:00:00+09:00,pdf,153708.0,,,,,,,0,[]
Z292MTMvY2JyX21saXRfY2h1YnVfa293YW4vMjAyMi8yMDIyMDEyMV8wMDA3MQo=,令和4年度 中部地方整備局港湾WANシステムサーバ等機器保守業務,国土交通省中部地方整備局港湾空港部,23,愛知県,231002,名古屋市,2022-01-21T00:00:00+09:00,2022,役務,,http://www.pa.cbr.mlit.go.jp/file/contract/result/buppin/220121_01koukkoku.pdf,1.1.0-candidate2,True,True,False,operations_maintenance|network_infrastructure,2,False,False,False,True,False,False,True,False,False,False,False,45,2022-01-21T19:05:07+09:00,pdf,129096.0,,,,,,,0,[]
Z292My9tb2RfZ3NkZl9lYWVfZWFmaW4vMjAyMi8yMDIyMDEyMV8wNzM2OQo=,変更公告 多面的観賞システム導入・設置役務,防衛省陸上自衛隊東部方面会計隊,13,東京都,131041,新宿区,2022-01-21T00:00:00+09:00,2022,役務,,https://www.mod.go.jp/gsdf/eae/kaikei/eafin/koukoku/20220201-GYOU-0361.pdf,1.1.0-candidate2,True,True,False,system_development,1,True,False,False,False,False,False,False,False,False,False,False,45,2022-01-21T19:20:56+09:00,pdf,71578.0,,,,,,,0,[]
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwMTIxXzAzOTA3Cg==,令和４年度 単価契約ホームページ等更新業務,国土交通省中部地方整備局,23,愛知県,231002,名古屋市,2022-01-21T00:00:00+09:00,2022,役務,,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r3/220121-hp-kyoku.pdf,1.1.0-candidate2,True,True,False,software_applications,1,False,False,True,False,False,False,False,False,False,False,False,44,2022-01-21T19:05:08+09:00,pdf,224474.0,C,,,,,,0,[]
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwMTI0XzAzOTE0Cg==,令和４年度 電子入札システム運用監理業務,国土交通省中部地方整備局,23,愛知県,231002,名古屋市,2022-01-24T00:00:00+09:00,2022,役務,,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r3/220124-nyusatu-kyoku.pdf,1.1.0-candidate2,True,True,False,operations_maintenance,1,False,False,False,True,False,False,False,False,False,False,False,29,2022-01-24T19:05:08+09:00,pdf,182794.0,A B,,,,,,0,[]
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwMTI0XzAzOTEyCg==,令和４年度 防災情報システムサーバー賃貸借,国土交通省中部地方整備局,23,愛知県,231002,名古屋市,2022-01-24T00:00:00+09:00,2022,役務,,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r3/220124-bousai-kyoku.pdf,1.1.0-candidate2,True,True,False,network_infrastructure,1,False,False,False,False,False,False,True,False,False,False,False,31,2022-01-24T19:05:07+09:00,pdf,180921.0,A B C D,,,,,,0,[]
Z292My9uaG9faG9uYnUvMjAyMi8yMDIyMDEyNV8wMDMwNgo=,医療材料費、医薬品費に係るベンチマークシステムの利用及び総合コンサルティング業務委託（PDF：174KB）,独立行政法人国立病院機構,13,東京都,131105,目黒区,2022-01-25T00:00:00+09:00,2022,役務,,https://nho.hosp.go.jp/files/000168184.pdf,1.1.0-candidate2,True,True,False,system_services,1,False,True,False,False,False,False,False,False,False,False,False,32,2022-01-25T19:47:31+09:00,pdf,177248.0,,,,,,,0,[]
Z292My9uaG9faG9uYnUvMjAyMi8yMDIyMDEyNl8wMDMwNwo=,国立病院機構診療情報集積基盤（NCDA）データセンター IT 機器回収及びデータ消去業務委託 一式（PDF：136KB）,独立行政法人国立病院機構,13,東京都,131105,目黒区,2022-01-26T00:00:00+09:00,2022,役務,,https://nho.hosp.go.jp/files/000168333.pdf,1.1.0-candidate2,True,True,False,network_infrastructure,1,False,False,False,False,False,False,True,False,False,False,False,21,2022-01-26T19:45:58+09:00,pdf,139222.0,,,,,,,0,[]
aG9ra2FpZG8vaGtkX21saXRfZ29fcnVtb2kvMjAyMi8yMDIyMDEyNl8wMDMxNQo=,5．留萌ダム管理支所 情報通信システム装置保守点検,国土交通省北海道開発局留萌開発建設部,01,北海道,012122,留萌市,2022-01-26T00:00:00+09:00,2022,役務,,https://www.hkd.mlit.go.jp/rm/keiyaku/f6h4sv0000000i3g-att/s2j3ut0000001w3x.pdf,1.1.0-candidate2,True,True,False,operations_maintenance,1,False,False,False,True,False,False,False,False,False,False,False,7,2022-01-26T19:07:16+09:00,pdf,133607.0,A B C D,,,,,,0,[]
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwMTI3XzAzOTI5Cg==,令和３年度 閲覧用資料クラウドサービス等調達,国土交通省中部地方整備局,23,愛知県,231002,名古屋市,2022-01-27T00:00:00+09:00,2022,役務,,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r3/220127-eturan-kyoku.pdf,1.1.0-candidate2,True,True,False,cloud,1,False,False,False,False,True,False,False,False,False,False,False,14,2022-01-27T19:05:05+09:00,pdf,171936.0,A B C D,,,,,,0,[]
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwMTI4XzAzOTM1Cg==,令和４年度 オンライン電子納品システム改良業務,国土交通省中部地方整備局,23,愛知県,231002,名古屋市,2022-01-28T00:00:00+09:00,2022,役務,,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r3/220128-online-kyoku.pdf,1.1.0-candidate2,True,True,False,system_development,1,True,False,False,False,False,False,False,False,False,False,False,9,2022-01-28T19:05:06+09:00,pdf,183773.0,A B,,,,,,0,[]
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwMTI4XzAzOTM2Cg==,令和４年度 電子納品保管管理システム改良業務,国土交通省中部地方整備局,23,愛知県,231002,名古屋市,2022-01-28T00:00:00+09:00,2022,役務,,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r3/220128-denshi-kyoku.pdf,1.1.0-candidate2,True,True,False,system_development,1,True,False,False,False,False,False,False,False,False,False,False,8,2022-01-28T19:05:07+09:00,pdf,186335.0,A B,,,,,,0,[]
Z292OS9qcG5zcG9ydC8yMDIyLzIwMjIwMTI4XzAwNzExCg==,入退室管理システムの保守業務委託,独立行政法人日本スポーツ振興センター,13,東京都,131032,港区,2022-01-28T00:00:00+09:00,2022,役務,,https://www.jpnsport.go.jp/corp/Portals/0/corp/R4tyoutatsu/20220128_nyutaisitusyetemhosyu.pdf,1.1.0-candidate2,True,True,False,operations_maintenance,1,False,False,False,True,False,False,False,False,False,False,False,10,2022-01-28T19:05:20+09:00,pdf,149878.0,,,,,,,0,[]
Z292MTMvY2JyX21saXRfY2h1YnVfa293YW4vMjAyMi8yMDIyMDEzMV8wMDA3NAo=,令和4年度 防災情報システムホスティング環境提供業務,国土交通省中部地方整備局港湾空港部,23,愛知県,231002,名古屋市,2022-01-31T00:00:00+09:00,2022,役務,,http://www.pa.cbr.mlit.go.jp/file/contract/result/buppin/220131_01koukoku.pdf,1.1.0-candidate2,True,True,False,system_services,1,False,True,False,False,False,False,False,False,False,False,False,1,2022-01-31T19:05:06+09:00,pdf,124207.0,,,,,,,0,[]
Z292OS9tb2RfcmRiX2t5dXNodS8yMDIyLzIwMjIwMTMxXzAwNDYyCg==,九州防衛局ＯＡネットワーク・システムの運用支援役務,防衛省九州防衛局,40,福岡県,401307,福岡市,2022-01-31T00:00:00+09:00,2022,役務,,https://www.mod.go.jp/rdb/kyushu/nyuusatsukoukoku/fukuoka/040131.pdf,1.1.0-candidate2,True,True,False,operations_maintenance|network_infrastructure,2,False,False,False,True,False,False,True,False,False,False,False,1,2022-01-31T19:10:10+09:00,pdf,2218845.0,,,,,2022-03-03T00:00:00+09:00,,0,[]
ZnVrdW9rYS9mdWt1b2thaGlnYXNoaV9pcnlvX2NlbnRlci8yMDIyLzIwMjIwMTMxXzAwMzI0Cg==,病院物流システム管理運用業務委託,独立行政法人国立病院機構福岡東医療センター,40,福岡県,402231,古賀市,2022-01-31T00:00:00+09:00,2022,役務,,https://fukuokae.hosp.go.jp/wp-content/uploads/2022/01/20220131a.pdf,1.1.0-candidate2,True,True,False,operations_maintenance,1,False,False,False,True,False,False,False,False,False,False,False,3,2022-01-31T19:05:56+09:00,pdf,338051.0,,,,,,,0,[]
Z292MTMvY2JyX21saXRfY2h1YnVfa293YW4vMjAyMi8yMDIyMDIwMV8wMDA3NQo=,令和4年度 出入管理情報システム点検・保守業務,国土交通省中部地方整備局港湾空港部,23,愛知県,231002,名古屋市,2022-02-01T00:00:00+09:00,2022,役務,,http://www.pa.cbr.mlit.go.jp/file/contract/result/buppin/220201_01koukoku-2.pdf,1.1.0-candidate2,True,True,False,operations_maintenance,1,False,False,False,True,False,False,False,False,False,False,False,188,2022-02-01T19:05:05+09:00,pdf,126520.0,,,,,,,0,[]
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwMjAxXzAzOTQ3Cg==,令和４年度 中部技術システムホスティング環境提供業務,国土交通省中部地方整備局,23,愛知県,231002,名古屋市,2022-02-01T00:00:00+09:00,2022,役務,,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r3/220201-kankyou-chugi.pdf,1.1.0-candidate2,True,True,False,system_services,1,False,True,False,False,False,False,False,False,False,False,False,185,2022-02-01T19:05:08+09:00,pdf,119032.0,A B C D,,,,,,0,[]
YWljaGkvYWljaGlfcm91ZG91a3lva3UvMjAyMi8yMDIyMDIwN18wMDQxNwo=,2/7～2/25公告 【3.2開札】令和4年度愛知労働局ネットワーク（IP電話通信網）保守関連業務委託契約,厚生労働省愛知労働局,23,愛知県,231002,名古屋市,2022-02-07T00:00:00+09:00,2022,役務,,https://jsite.mhlw.go.jp/aichi-roudoukyoku/content/contents/001080554.pdf,1.1.0-candidate2,True,True,False,network_infrastructure,1,False,False,False,False,False,False,True,False,False,False,False,153,2022-02-07T19:05:09+09:00,pdf,110478.0,,,,,,,0,[]
Z292My9tb2RfZ3NkZl9lYWVfZWFmaW4vMjAyMi8yMDIyMDIwN18wNzU3Mwo=,新システム伝送路構築役務,防衛省陸上自衛隊東部方面会計隊,13,東京都,131041,新宿区,2022-02-07T00:00:00+09:00,2022,役務,,https://www.mod.go.jp/gsdf/eae/kaikei/eafin/koukoku/20220218-334A-0820.pdf,1.1.0-candidate2,True,True,False,system_development,1,True,False,False,False,False,False,False,False,False,False,False,88,2022-02-07T19:21:42+09:00,pdf,59183.0,,,,,,,0,[]
Z292My9tb2RfZ3NkZl9lYWVfZWFmaW4vMjAyMi8yMDIyMDIwOF8wNzYxMAo=,陸自情報支援システムの運用・維持に係る技術役務,防衛省陸上自衛隊東部方面会計隊,13,東京都,131041,新宿区,2022-02-08T00:00:00+09:00,2022,役務,,https://www.mod.go.jp/gsdf/eae/kaikei/eafin/koukoku/20220301-GYOU-0250.pdf,1.1.0-candidate2,True,True,False,operations_maintenance,1,False,False,False,True,False,False,False,False,False,False,False,77,2022-02-08T19:27:44+09:00,pdf,224395.0,,,,,,,0,[]
dG9reW8vbmlkcy8yMDIyLzIwMjIwMjA4XzAwNDg1Cg==,公告「防衛研究所電算機システムの運用支援役務」,防衛省防衛研究所,13,東京都,131041,新宿区,2022-02-08T00:00:00+09:00,2022,役務,,http://www.nids.mod.go.jp/procurement/../procurement/ippan/pdf/2022/2_a.pdf,1.1.0-candidate2,True,True,False,operations_maintenance,1,False,False,False,True,False,False,False,False,False,False,False,67,2022-02-08T19:14:11+09:00,pdf,188820.0,,,,,,,0,[]
Z292My9tb2RfZ3NkZl9lYWVfZWFmaW4vMjAyMi8yMDIyMDIxMF8wNzY0Nwo=,［グループ別］離島訓練における陸上総隊司令部と訓練部隊、各関係部隊指揮所との間のシステム・ネットワーク構成に関する役務ほか２件,防衛省陸上自衛隊東部方面会計隊,13,東京都,131041,新宿区,2022-02-10T00:00:00+09:00,2022,役務,,https://www.mod.go.jp/gsdf/eae/kaikei/eafin/koukoku/20220221-GYOU-0350.pdf,1.1.0-candidate2,True,True,False,network_infrastructure,1,False,False,False,False,False,False,True,False,False,False,False,58,2022-02-10T19:31:47+09:00,pdf,224460.0,,,,,,,0,[]
b3Nha2Evb3Nha2FfY2l0eS8yMDIyLzIwMjIwMjEwXzAwNDA4Cg==,道路橋梁総合管理システムプライベートクラウド基盤等業務委託（長期継続契約）,大阪府大阪市,27,大阪府,271004,大阪市,2022-02-10T00:00:00+09:00,2022,役務,,https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000557/557699/00_koukokubun.pdf,1.1.0-candidate2,True,True,False,cloud,1,False,False,False,False,True,False,False,False,False,False,False,13,2022-02-10T19:06:44+09:00,pdf,17905.0,,,,,,,2,"[{""name"":""02 【資料1】入札説明書(PDF形式, 425KB)"",""uri"":""https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000557/557699/02_nyuusatusetumeisyo.pdf""},{""name"":""03 【資料2】委託仕様書(PDF形式, 2.77MB)"",""uri"":""https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000557/557699/03_siyousyo.pdf""}]"
dG9reW8vbXVyYXlhbWFfaXJ5b19jZW50ZXIvMjAyMi8yMDIyMDIxMF8wMDI0MAo=,病院情報システム更新及びサーバー室改修にかかるコンサルティング業務委託,独立行政法人国立病院機構村山医療センター,13,東京都,132233,武蔵村山市,2022-02-10T00:00:00+09:00,2022,役務,,https://www.murayama-hosp.jp/pdf/nyusatsu/20220210_2.pdf,1.1.0-candidate2,True,True,False,system_development|network_infrastructure|it_consulting_planning,3,True,False,False,False,False,False,True,False,False,False,True,49,2022-12-27T19:21:16+09:00,pdf,127137.0,,,,,,,0,[]
aG9ra2FpZG8vb2JpaGlyb19ob3NwLzIwMjIvMjAyMjAyMjJfMDAwNDIK,病院情報システム一式及び保守業務委託,独立行政法人国立病院機構帯広病院,01,北海道,012076,帯広市,2022-02-22T00:00:00+09:00,2022,役務,,https://www.obihiro-hosp.org/wp/wp-content/uploads/2022/02/f821be80eeccf62d1febf51b4ca2d166.pdf,1.1.0-candidate2,True,True,False,operations_maintenance,1,False,False,False,True,False,False,False,False,False,False,False,3,2022-02-24T19:11:51+09:00,pdf,351660.0,,,,,,,0,[]
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwMjI0XzA0MDk0Cg==,令和４年度 地すべり監視サーバ賃貸借,国土交通省中部地方整備局,23,愛知県,231002,名古屋市,2022-02-24T00:00:00+09:00,2022,役務,,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r3/220224-server-hamamatu.pdf,1.1.0-candidate2,True,True,False,network_infrastructure,1,False,False,False,False,False,False,True,False,False,False,False,15,2022-02-24T19:05:10+09:00,pdf,172700.0,C D,,,,,,0,[]
Z292My9tb2RfZ3NkZl9lYWVfZWFmaW4vMjAyMi8yMDIyMDMwMV8wNzg1Nwo=,運用室等デジタル化役務ほか２件,防衛省陸上自衛隊東部方面会計隊,13,東京都,131041,新宿区,2022-03-01T00:00:00+09:00,2022,役務,,https://www.mod.go.jp/gsdf/eae/kaikei/eafin/koukoku/20220308-ENGS-0600.pdf,1.1.0-candidate2,True,False,True,data_digital,1,False,False,False,False,False,False,False,False,True,False,False,42,2022-03-01T19:34:35+09:00,pdf,2995183.0,,,,,,,0,[]
Z292MTMvY2JyX21saXRfY2h1YnVfa293YW4vMjAyMi8yMDIyMDMwMl8wMDA4Mwo=,令和4年度 中部地方整備局港湾WANシステムサーバ等機器保守業務,国土交通省中部地方整備局港湾空港部,23,愛知県,231002,名古屋市,2022-03-02T00:00:00+09:00,2022,役務,,http://www.pa.cbr.mlit.go.jp/file/contract/result/buppin/220302_01koukoku.pdf,1.1.0-candidate2,True,True,False,operations_maintenance|network_infrastructure,2,False,False,False,True,False,False,True,False,False,False,False,70,2022-03-03T19:05:05+09:00,pdf,127627.0,,,,,,,0,[]
Z292My9tb2RfZ3NkZl9lYWVfZWFmaW4vMjAyMi8yMDIyMDMwM18wNzkyMAo=,[変更公告］運用室等デジタル化役務ほか２件,防衛省陸上自衛隊東部方面会計隊,13,東京都,131041,新宿区,2022-03-03T00:00:00+09:00,2022,役務,,https://www.mod.go.jp/gsdf/eae/kaikei/eafin/koukoku/20220308-ENGS-0601.pdf,1.1.0-candidate2,True,False,True,data_digital,1,False,False,False,False,False,False,False,False,True,False,False,36,2022-03-03T19:30:08+09:00,pdf,67423.0,,,,,,,0,[]
b3Nha2Evb3Nha2FfY2l0eS8yMDIyLzIwMjIwMzA0XzAwNDI1Cg==,自治体DXに伴う就学援助システム標準化対応並びに学校園システム再編成計画策定支援業務委託,大阪府大阪市,27,大阪府,271004,大阪市,2022-03-04T00:00:00+09:00,2022,役務,,https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000560/560789/1nilyuusatusetumeisilyo.pdf,1.1.0-candidate2,True,True,False,data_digital|it_consulting_planning,2,False,False,False,False,False,False,False,False,True,False,True,10,2022-03-04T19:12:46+09:00,pdf,17905.0,,,,,,,2,"[{""name"":""2-1 仕様書(PDF形式, 1.64MB)"",""uri"":""https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000560/560789/2-1siyousilyo.pdf""},{""name"":""2-2 仕様書（別紙）(PDF形式, 1.65MB)"",""uri"":""https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000560/560789/2-2siyousilyobessi.pdf""}]"
b3Nha2Evb3Nha2FfY2l0eS8yMDIyLzIwMjIwMzA0XzAwNDI2Cg==,自治体DXに伴う就学援助システム標準化対応並びに学校園システム再編成計画策定支援業務委託,大阪府大阪市,27,大阪府,271004,大阪市,2022-03-04T00:00:00+09:00,2022,役務,,https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000560/560789/0seigohyou.pdf,1.1.0-candidate2,True,True,False,data_digital|it_consulting_planning,2,False,False,False,False,False,False,False,False,True,False,True,9,2022-03-07T19:12:22+09:00,pdf,17905.0,,,,,,,3,"[{""name"":""1 入札説明書(PDF形式, 465KB)"",""uri"":""https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000560/560789/1nilyuusatusetumeisilyo.pdf""},{""name"":""2-1 仕様書(PDF形式, 1.64MB)"",""uri"":""https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000560/560789/2-1siyousilyo.pdf""},{""name"":""2-2 仕様書（別紙）(PDF形式, 1.65MB)"",""uri"":""https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000560/560789/2-2siyousilyobessi.pdf""}]"
Z292My9tb2RfZ3NkZl9lYWVfZWFmaW4vMjAyMi8yMDIyMDMwN18wNzk5NQo=,変更公告 運用室等デジタル化役務ほか２件,防衛省陸上自衛隊東部方面会計隊,13,東京都,131041,新宿区,2022-03-07T00:00:00+09:00,2022,役務,,https://www.mod.go.jp/gsdf/eae/kaikei/eafin/koukoku/20220311-ENGS-0602.pdf,1.1.0-candidate2,True,False,True,data_digital,1,False,False,False,False,False,False,False,False,True,False,False,29,2022-03-07T19:37:58+09:00,pdf,79793.0,,,,,,,0,[]
a2FuYWdhd2Eva3VyaWhhbWFfaXJ5b19jZW50ZXIvMjAyMi8yMDIyMDMxMF8wMDEyOAo=,研修管理システム導入及び管理業務委託 一式,独立行政法人国立病院機構久里浜医療センター,14,神奈川県,142018,横須賀市,2022-03-10T00:00:00+09:00,2022,役務,,https://kurihama.hosp.go.jp/about/pdf/bid-2022-03-10-01.pdf,1.1.0-candidate2,True,True,False,system_development,1,True,False,False,False,False,False,False,False,False,False,False,15,2022-03-10T19:11:33+09:00,pdf,150809.0,,,,,,,0,[]
a2FuYWdhd2Eva3VyaWhhbWFfaXJ5b19jZW50ZXIvMjAyMi8yMDIyMDMxMF8wMDEzMQo=,研修管理システム導入及び管理業務委託 一式,独立行政法人国立病院機構久里浜医療センター,14,神奈川県,142018,横須賀市,2022-03-10T00:00:00+09:00,2022,役務,,https://kurihama.hosp.go.jp/about/pdf/bid-2022-03-10-01b.pdf,1.1.0-candidate2,True,True,False,system_development,1,True,False,False,False,False,False,False,False,False,False,False,14,2022-03-18T19:14:48+09:00,pdf,164997.0,,,,,,,0,[]
Z292My9tb2RfZ3NkZl9lYWVfZWFmaW4vMjAyMi8yMDIyMDMxMV8wODAzOQo=,［変更公告］運用室等デジタル化役務ほか２件,防衛省陸上自衛隊東部方面会計隊,13,東京都,131041,新宿区,2022-03-11T00:00:00+09:00,2022,役務,,https://www.mod.go.jp/gsdf/eae/kaikei/eafin/koukoku/20220311-ENGS-0603.pdf,1.1.0-candidate2,True,False,True,data_digital,1,False,False,False,False,False,False,False,False,True,False,False,17,2022-03-11T19:34:00+09:00,pdf,79904.0,,,,,,,0,[]
