key,project_name,organization_name,lg_code,prefecture_name,cft_issue_year,cft_issue_date,external_document_uri,old_taxonomy_version,old_it_related,old_core_it_delivery,old_digital_or_ai_adjacent,old_matched_subgroups,old_subgroup_count,new_taxonomy_version,new_it_related,new_core_it_delivery,new_digital_or_ai_adjacent,new_matched_subgroups,new_subgroup_count,change_types,review_decision,review_notes
Z292My9uaG9faG9uYnUvMjAyMi8yMDIyMDEyNV8wMDMwNgo=,医療材料費、医薬品費に係るベンチマークシステムの利用及び総合コンサルティング業務委託（PDF：174KB）,独立行政法人国立病院機構,13,東京都,2022,2022-01-25T00:00:00+09:00,https://nho.hosp.go.jp/files/000168184.pdf,1.0.0,False,False,False,,0,1.1.0-candidate,True,True,False,system_services,1,newly_matched|subgroup_changed|high_level_changed,approved_addition,"Title-level review confirms system use/relocation, geospatial data work, website delivery, or explicit information-system planning within the revised scope."
a2FuYWdhd2EvaGFkYW5vX2NpdHkvMjAyMi8yMDIyMDQwNl8wMjIzMgo=,秦野市・伊勢原市共同消防指令センター（仮称）消防総合指令システム・消防救急デジタル無線整備調達支援及び監理委託業務（令和４年度債務負担行為設定）,神奈川県秦野市,14,神奈川県,2022,2022-04-06T00:00:00+09:00,https://www.city.hadano.kanagawa.jp/sekkeitosho/2_gaiyou/5042005.pdf,1.0.0,False,False,False,,0,1.1.0-candidate,True,True,False,it_consulting_planning,1,newly_matched|subgroup_changed|high_level_changed,approved_addition,"Title-level review confirms system use/relocation, geospatial data work, website delivery, or explicit information-system planning within the revised scope."
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwMTIxXzAzOTA3Cg==,令和４年度 単価契約ホームページ等更新業務,国土交通省中部地方整備局,23,愛知県,2022,2022-01-21T00:00:00+09:00,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r3/220121-hp-kyoku.pdf,1.0.0,False,False,False,,0,1.1.0-candidate,True,True,False,software_applications,1,newly_matched|subgroup_changed|high_level_changed,approved_addition,"Title-level review confirms system use/relocation, geospatial data work, website delivery, or explicit information-system planning within the revised scope."
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwODA0XzA0Mjc0Cg==,令和４年度 紀勢国道事務所ホームページ作成業務,国土交通省中部地方整備局,23,愛知県,2022,2022-08-04T00:00:00+09:00,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r4/220804-hp-kisei.pdf,1.0.0,False,False,False,,0,1.1.0-candidate,True,True,False,software_applications,1,newly_matched|subgroup_changed|high_level_changed,approved_addition,"Title-level review confirms system use/relocation, geospatial data work, website delivery, or explicit information-system planning within the revised scope."
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIxMDI1XzA0MzMyCg==,令和４年度 飯田国道ホームページ作成業務,国土交通省中部地方整備局,23,愛知県,2022,2022-10-25T00:00:00+09:00,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r4/221025-hp-iida.pdf,1.0.0,False,False,False,,0,1.1.0-candidate,True,True,False,software_applications,1,newly_matched|subgroup_changed|high_level_changed,approved_addition,"Title-level review confirms system use/relocation, geospatial data work, website delivery, or explicit information-system planning within the revised scope."
ZnVrdW9rYS9reXVzaHVfaXJ5b19jZW50ZXIvMjAyMi8yMDIyMDMyMl8wMDQ1Mwo=,ホームページリニューアル業務委託,独立行政法人国立病院機構九州医療センター,40,福岡県,2022,2022-03-22T00:00:00+09:00,http://www.kyumed.jp/about/jimu/history.html?cate=3&id=1039&sess=2,1.0.0,False,False,False,,0,1.1.0-candidate,True,True,False,software_applications,1,newly_matched|subgroup_changed|high_level_changed,approved_addition,"Title-level review confirms system use/relocation, geospatial data work, website delivery, or explicit information-system planning within the revised scope."
Z292My9uaG9faG9uYnUvMjAyMy8yMDIzMDIwMl8wMDM3Nwo=,医療材料費、医薬品費に係るベンチマークシステムの利用及び総合コンサルティング業務委託（PDF：226KB）,独立行政法人国立病院機構,13,東京都,2023,2023-02-02T00:00:00+09:00,https://nho.hosp.go.jp/files/000188925.pdf,1.0.0,False,False,False,,0,1.1.0-candidate,True,True,False,system_services,1,newly_matched|subgroup_changed|high_level_changed,approved_addition,"Title-level review confirms system use/relocation, geospatial data work, website delivery, or explicit information-system planning within the revised scope."
c2VhcmNoL3BfcG9ydGFsLzIwMjMvMTAvMjAyMzEwMTNfMTAxMTIK,防衛省ＯＡシステム基盤端末及び防衛情報通信基盤端末等移設役務,防衛省,13,東京都,2023,2023-10-13T00:00:00+09:00,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,1.0.0,False,False,False,,0,1.1.0-candidate,True,True,False,network_infrastructure,1,newly_matched|subgroup_changed|high_level_changed,approved_addition,"Title-level review confirms system use/relocation, geospatial data work, website delivery, or explicit information-system planning within the revised scope."
c2VhcmNoL3BfcG9ydGFsLzIwMjMvMTEvMjAyMzExMjBfMTMzMjQK,防衛省ＯＡシステム基盤端末及び防衛情報通信基盤端末等移設役務,防衛省,13,東京都,2023,2023-11-20T00:00:00+09:00,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,1.0.0,False,False,False,,0,1.1.0-candidate,True,True,False,network_infrastructure,1,newly_matched|subgroup_changed|high_level_changed,approved_addition,"Title-level review confirms system use/relocation, geospatial data work, website delivery, or explicit information-system planning within the revised scope."
Z292Ny9jYnJfbWxpdC8yMDIzLzIwMjMwMTIwXzA0NDc0Cg==,令和５年度 単価契約ホームページ等更新業務,国土交通省中部地方整備局,23,愛知県,2023,2023-01-20T00:00:00+09:00,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r4/230120-hp-kyoku.pdf,1.0.0,False,False,False,,0,1.1.0-candidate,True,True,False,software_applications,1,newly_matched|subgroup_changed|high_level_changed,approved_addition,"Title-level review confirms system use/relocation, geospatial data work, website delivery, or explicit information-system planning within the revised scope."
b3Nha2Evb3Nha2FfY2l0eS8yMDIzLzIwMjMwMzIwXzAwNTc5Cg==,大阪市住民記録システム及び印鑑登録システム標準化対応業務委託,大阪府大阪市,27,大阪府,2023,2023-03-20T00:00:00+09:00,https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000595/595369/shiryou1.pdf,1.0.0,False,False,False,,0,1.1.0-candidate,True,True,False,it_consulting_planning,1,newly_matched|subgroup_changed|high_level_changed,approved_addition,"Title-level review confirms system use/relocation, geospatial data work, website delivery, or explicit information-system planning within the revised scope."
ZnVrdW9rYS9jaXR5LWt1cnVtZS8yMDIzLzIwMjMxMDMwXzAyOTIzCg==,久留米市数値地形図等修正業務委託,福岡県久留米市,40,福岡県,2023,2023-10-30T00:00:00+09:00,https://www.city.kurume.fukuoka.jp/1090sangyou/2010nyuusatsu/3030koukoku/4010nyuusatsu/files/20231109-15.pdf,1.0.0,False,False,False,,0,1.1.0-candidate,True,False,True,data_digital,1,newly_matched|subgroup_changed|high_level_changed,approved_addition,"Title-level review confirms system use/relocation, geospatial data work, website delivery, or explicit information-system planning within the revised scope."
Z292NS9uaG9fa2FudG9zaGluZXRzdS8yMDI0LzIwMjQxMTE5XzAwMDIwCg==,ホームページリニューアル業務委託,独立行政法人国立病院機構関東信越グループ,13,東京都,2024,2024-11-19T00:00:00+09:00,https://kanshin.hosp.go.jp/doc/group/hp_renewal_itaku.pdf,1.0.0,False,False,False,,0,1.1.0-candidate,True,True,False,software_applications,1,newly_matched|subgroup_changed|high_level_changed,approved_addition,"Title-level review confirms system use/relocation, geospatial data work, website delivery, or explicit information-system planning within the revised scope."
c2VhcmNoL3BfcG9ydGFsLzIwMjQvMDUvMjAyNDA1MTNfMzA0NzcK,次期ＯＡ－ＬＡＮシステムに係る調達支援役務,内閣官房,13,東京都,2024,2024-05-13T00:00:00+09:00,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,1.0.0,False,False,False,,0,1.1.0-candidate,True,True,False,it_consulting_planning,1,newly_matched|subgroup_changed|high_level_changed,approved_addition,"Title-level review confirms system use/relocation, geospatial data work, website delivery, or explicit information-system planning within the revised scope."
b3Nha2Evb3Nha2FfY2l0eS8yMDI0LzIwMjQwMjI3XzAwNzE1Cg==,大阪市選挙事務システム標準化対応業務委託,大阪府大阪市,27,大阪府,2024,2024-02-27T00:00:00+09:00,https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000620/620673/00nyuusatukoukoku.pdf,1.0.0,False,False,False,,0,1.1.0-candidate,True,True,False,it_consulting_planning,1,newly_matched|subgroup_changed|high_level_changed,approved_addition,"Title-level review confirms system use/relocation, geospatial data work, website delivery, or explicit information-system planning within the revised scope."
b3Nha2Evb3Nha2FfY2l0eS8yMDI0LzIwMjQwNDAxXzAwNzI0Cg==,令和6年度大阪市ホームページリニューアル要件定義等支援業務委託,大阪府大阪市,27,大阪府,2024,2024-04-01T00:00:00+09:00,https://www.city.osaka.lg.jp/templates/buppin_nyusatsuanken/cmsfiles/contents/0000623/623969/00_kokoku.pdf,1.0.0,False,False,False,,0,1.1.0-candidate,True,True,False,software_applications,1,newly_matched|subgroup_changed|high_level_changed,approved_addition,"Title-level review confirms system use/relocation, geospatial data work, website delivery, or explicit information-system planning within the revised scope."
