key,project_name,organization_name,lg_code,prefecture_name,cft_issue_year,cft_issue_date,external_document_uri,review_decision,suggested_it_tag,review_notes
aG9ra2FpZG8vaG9ra2FpZG9fcHJlZi8yMDI1LzIwMjUwNDA4XzAyMjI0Cg==,【公告】令和6年度ヘルスケア関連産業デジタル技術等活用促進事業委託業務に係る総合評価一般競争入札実施のお知らせ,北海道,01,北海道,2025,2025-04-08T00:00:00+09:00,https://www.pref.hokkaido.lg.jp/kz/ssg/186964.html,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjMvMTAvMjAyMzEwMDVfMDk0NjAK,九州防衛局（５）積算補助役務,防衛省,40,福岡県,2023,2023-10-05T00:00:00+09:00,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
a2FuYWdhd2EvaGFkYW5vX2NpdHkvMjAyMy8yMDIzMDUxMF8wMjg0Mwo=,令和５年度はだのクリーンセンター周辺環境測定業務委託,神奈川県秦野市,14,神奈川県,2023,2023-05-10T00:00:00+09:00,https://www.city.hadano.kanagawa.jp/sekkeitosho/2_gaiyou/5053072.pdf,,,
YWljaGkva2FyaXlhX2NpdHkvMjAyNC8yMDI0MDQwNF8wMTQ5NAo=,（8）歴史博物館建物清掃業務委託 （PDF 153.6KB）,愛知県刈谷市,23,愛知県,2024,2024-04-04T00:00:00+09:00,https://www.city.kariya.lg.jp/_res/projects/default_project/_page_/001/006/236/r6-120.pdf,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjQvMDMvMjAyNDAzMDhfMjQ2ODAK,【南関局】南関東防衛局(６)住宅防音事業補助役務（その１）,防衛省,14,神奈川県,2024,2024-03-08T00:00:00+09:00,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjUvMDYvMjAyNTA2MjZfNDUyNDMK,収穫調査業務委託（愛知その１）,農林水産省,23,愛知県,2025,2025-06-26T00:00:00+09:00,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
ZnVrdW9rYS9vbXV0YXNoaS8yMDI0LzIwMjQwNTIyXzAxMTA0Cg==,契約番号5062000013「大牟田市公共下水道事業耐水化計画の見直し業務委託」（PDF：117.2キロバイト）,福岡県大牟田市,40,福岡県,2024,2024-05-22T00:00:00+09:00,https://www.city.omuta.lg.jp/kiji00319160/3_19160_105377_up_dxba7kyj.pdf,,,
ZnVrdW9rYS9mdWt1b2thX3JvdWRvdWt5b2t1LzIwMjUvMjAyNTEwMTVfMDA3ODIK,行橋公共職業安定所（令7）電話設備改修工事設計業務委託,厚生労働省福岡労働局,40,福岡県,2025,2025-10-15T00:00:00+09:00,https://jsite.mhlw.go.jp/fukuoka-roudoukyoku/content/contents/002418858.pdf,,,
b3Nha2Eva2Fkb21hX2NpdHkvMjAyNS8yMDI1MDYzMF8wMDczMQo=,郵送期限：7月14日 旧北小学校跡地周辺地区建物調査業務委託(その4),大阪府門真市,27,大阪府,2025,2025-06-30T00:00:00+09:00,https://www.city.kadoma.osaka.jp/material/files/group/39/kitasyoatotatecho4nyusatsu.zip,,,
c2VhcmNoL3BfcG9ydGFsLzIwMjMvMTAvMjAyMzEwMTBfMDk4ODkK,「令和６年３月高等学校卒業予定者合同求人説明会」外１件開催に伴う会場設営等業務委託,厚生労働省,27,大阪府,2023,2023-10-10T00:00:00+09:00,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,,,
a2FuYWdhd2EveW9rb2hhbWFfaXJ5b19jZW50ZXIvMjAyNS8yMDI1MDEyOV8wMTIyOQo=,臨床検査(検体)外部委託業務 一式,独立行政法人国立病院機構横浜市南西部地域中核病院横浜医療センター,14,神奈川県,2025,2025-01-29T00:00:00+09:00,https://yokohama.hosp.go.jp/bid_info/./pdf/koukoku_gyoumu_itaku_20250129-1.pdf,,,
b3Nha2EvbmN2Yy8yMDIyLzIwMjIxMjE5XzAxMDAyCg==,ドクターカー運行業務委託契約にかかる入札について,国立研究開発法人国立循環器病研究センター,27,大阪府,2022,2022-12-19T00:00:00+09:00,https://www.ncvc.go.jp/procurement/tender/procurement_36008/,,,
a2FuYWdhd2Evc2FnYW1paGFyYV9ob3NwLzIwMjIvMjAyMjA1MTJfMDAwODEK,院内設備管理業務委託 一式,独立行政法人国立病院機構相模原病院,14,神奈川県,2022,2022-05-12T00:00:00+09:00,https://sagamihara.hosp.go.jp/pdf/nyusatu/2022/20220512_1.pdf,,,
aG9ra2FpZG8vaG9ra2FpZG9oX3JvZnVrdS8yMDIyLzIwMjIwMjAzXzAwMDkyCg==,電話交換手業務委託,独立行政法人労働者健康安全機構北海道中央労災病院,01,北海道,2022,2022-02-03T00:00:00+09:00,https://hokkaidoh.johas.go.jp/other/files/ff037112e28fbbff47162d50635d365fcede22da.pdf,,,
b3Nha2EvY2l0eS1raXNoaXdhZGEvMjAyNC8yMDI0MDUyMl8wMDAwNQo=,【条件付一般競争入札の実施】市民意識調査に係る入力・分析・報告書作成等業務委託,大阪府岸和田市,27,大阪府,2024,2024-05-22T00:00:00+09:00,https://www.city.kishiwada.osaka.jp/uploaded/attachment/141016.pdf,,,
ZnVrdW9rYS9reXVzaHVfaXJ5b19jZW50ZXIvMjAyMi8yMDIyMDcwN18wMDQ3MAo=,建物設備等総合管理業務委託,独立行政法人国立病院機構九州医療センター,40,福岡県,2022,2022-07-07T00:00:00+09:00,http://www.kyumed.jp/about/jimu/history.html?cate=3&id=1060&sess=2,,,
Z292NC9tb2RfbmFpa3lva3UvMjAyMy8yMDIzMDUyM18wMzc1OQo=,各国持回りの国際会議の運営に係る役務,防衛省自衛隊,13,東京都,2023,2023-05-23T00:00:00+09:00,https://www.mod.go.jp/j/budget/chotatsu/naikyoku/nyuusatu/2023/0523c.pdf,,,
aG9ra2FpZG8vcmlrdXppaG9reXUvMjAyMy8yMDIzMDUxMV8wMDYxNgo=,貯油タンク埋設配管等点検役務,防衛省陸上自衛隊北海道補給処,01,北海道,2023,2023-05-11T00:00:00+09:00,https://www.mod.go.jp/gsdf/nae/nadep/nyuusatujouhou/ahqfin/ahqpdf04/koukoku/4.9.30abira-koukoku.pdf,,,
aG9ra2FpZG8vcmlrdXppaG9rdWJ1a2Fpa2VpLzIwMjQvMjAyNDA2MTFfMDQ5NzIK,＃１２警衛所等空調機据付役務,防衛省陸上自衛隊北部方面会計隊本部,01,北海道,2024,2024-06-11T00:00:00+09:00,https://www.mod.go.jp/gsdf/nae/fin/nafin/pdf/public_n/06/06/060611-374-n-12keiei.pdf,,,
Z292My9tb2RfZ3NkZl9lYWVfZWFmaW4vMjAyNS8yMDI1MDUxNV8xODM3NQo=,ばい煙測定検査役務,防衛省陸上自衛隊東部方面会計隊,13,東京都,2025,2025-05-15T00:00:00+09:00,https://www.mod.go.jp/gsdf/eae/kaikei/eafin/R4koukoku/20250529-GYOU-0550.pdf,,,
dG9reW8vbW9kX2dzZGZfZWFkZXBfeW91Z2EvMjAyNC8yMDI0MTAzMF8wMDMyNgo=,医薬品等の輸送役務（クール宅配便） ほか51件,防衛省陸上自衛隊関東補給処用賀支処,13,東京都,2024,2024-10-30T00:00:00+09:00,https://www.mod.go.jp/gsdf/eae/eadep/tyokai/yooga/r3k3koukokuv2.pdf,,,
dG9reW8vd2FtLzIwMjIvMjAyMjExMjlfMDAyMjAK,退職手当共済事業にかかる手続き書類の受付・確認・入力業務及び電話対応業務の業務委託（令和５年度）,独立行政法人福祉医療機構,13,東京都,2022,2022-11-29T00:00:00+09:00,https://www.wam.go.jp/hp/wp-content/uploads/koukoku_20221129.pdf,,,
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwMjA5XzA0MDA3Cg==,令和４年度 単価契約高山国道建設機械修繕,国土交通省中部地方整備局,23,愛知県,2022,2022-02-09T00:00:00+09:00,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r3/220209-kikai-takayama.pdf,,,
aG9ra2FpZG8vaG9ra2FpZG9fcHJlZi8yMDI1LzIwMjUwMjIxXzAxOTg2Cg==,令和7年度北海道立旭川子ども総合療育センター空調衛生設備等運転管理業務委託契約に係る一般競争入札の実施について,北海道,01,北海道,2025,2025-02-21T00:00:00+09:00,https://www.pref.hokkaido.lg.jp/hf/asc/213940.html,,,
ZnVrdW9rYS9mdWt1b2thX3ByZWYvMjAyMy8yMDIzMTIxOV8wMzA0OAo=,「田川工業用水道事業に係る施設の運転保守等に関する業務委託」の一般競争入札について,福岡県,40,福岡県,2023,2023-12-19T00:00:00+09:00,https://www.pref.fukuoka.lg.jp/bid-info/tagawa-20231219.html,,,
Z292Ny9jYnJfbWxpdC8yMDIzLzIwMjMwMTE4XzA0NDQxCg==,令和５年度 車両管理業務（沼津河川国道）,国土交通省中部地方整備局,23,愛知県,2023,2023-01-18T00:00:00+09:00,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r4/230118-sharyo-numazu.pdf,,,
