key,project_name,organization_name,lg_code,prefecture_name,cft_issue_year,cft_issue_date,external_document_uri,old_taxonomy_version,old_it_related,old_core_it_delivery,old_digital_or_ai_adjacent,old_matched_subgroups,old_subgroup_count,new_taxonomy_version,new_it_related,new_core_it_delivery,new_digital_or_ai_adjacent,new_matched_subgroups,new_subgroup_count,change_types,review_decision,review_notes
Z292NC9tb2RfbmFpa3lva3UvMjAyMi8yMDIyMDYxN18wNDA1OAo=,ICカード身分証管理システム次期システム検討支援役務,防衛省自衛隊,13,東京都,2022,2022-06-17T00:00:00+09:00,https://www.mod.go.jp/j/budget/chotatsu/naikyoku/nyuusatu/2022/0617a.pdf,1.0.0,False,False,False,,0,1.1.0-lean-candidate,True,True,False,it_consulting_planning,1,newly_matched|subgroup_changed|high_level_changed,,
Z292NC9tb2RfbmFpa3lva3UvMjAyMi8yMDIyMTEyOV8wMzk0Ngo=,人事・給与情報システム ヘルプデスク業務支援役務,防衛省自衛隊,13,東京都,2022,2022-11-29T00:00:00+09:00,https://www.mod.go.jp/j/budget/chotatsu/naikyoku/nyuusatu/2022/1129b.pdf,1.0.0,False,False,False,,0,1.1.0-lean-candidate,True,True,False,operations_maintenance,1,newly_matched|subgroup_changed|high_level_changed,,
Z292NC9tb2RfbmFpa3lva3UvMjAyMi8yMDIyMTIyNl8wMzkxNAo=,次期防衛省ＯＡシステム基盤の検討支援役務,防衛省自衛隊,13,東京都,2022,2022-12-26T00:00:00+09:00,https://www.mod.go.jp/j/budget/chotatsu/naikyoku/nyuusatu/2022/1226e.pdf,1.0.0,False,False,False,,0,1.1.0-lean-candidate,True,True,False,it_consulting_planning,1,newly_matched|subgroup_changed|high_level_changed,,
dG9reW8vbmNjX2dvLzIwMjIvMjAyMjA1MTlfMDE1NzEK,がんゲノムデータ解析パイプライン開発支援並びにプログラムの評価業務委託 一式,国立研究開発法人国立がん研究センター,13,東京都,2022,2022-05-19T00:00:00+09:00,https://www.ncc.go.jp/jp/other/chotatsu/../../chotatsu/tsukiji/././0519koukoku.pdf,1.0.0,False,False,False,,0,1.1.0-lean-candidate,True,True,False,system_development|data_digital,2,newly_matched|subgroup_changed|high_level_changed,,
a2FuYWdhd2EvaGFkYW5vX2NpdHkvMjAyMi8yMDIyMDQwNl8wMjIzMgo=,秦野市・伊勢原市共同消防指令センター（仮称）消防総合指令システム・消防救急デジタル無線整備調達支援及び監理委託業務（令和４年度債務負担行為設定）,神奈川県秦野市,14,神奈川県,2022,2022-04-06T00:00:00+09:00,https://www.city.hadano.kanagawa.jp/sekkeitosho/2_gaiyou/5042005.pdf,1.0.0,False,False,False,,0,1.1.0-lean-candidate,True,True,False,it_consulting_planning,1,newly_matched|subgroup_changed|high_level_changed,,
a2FuYWdhd2EvaGFkYW5vX2NpdHkvMjAyMi8yMDIyMDkyOF8wMjU4NAo=,令和４年度秦野市横野区有文書デジタルデータ作成委託業務,神奈川県秦野市,14,神奈川県,2022,2022-09-28T00:00:00+09:00,https://www.city.hadano.kanagawa.jp/sekkeitosho/2_gaiyou/5043139.pdf,1.0.0,False,False,False,,0,1.1.0-lean-candidate,True,False,True,data_digital,1,newly_matched|subgroup_changed|high_level_changed,,
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwMTI4XzAzOTM1Cg==,令和４年度 オンライン電子納品システム改良業務,国土交通省中部地方整備局,23,愛知県,2022,2022-01-28T00:00:00+09:00,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r3/220128-online-kyoku.pdf,1.0.0,False,False,False,,0,1.1.0-lean-candidate,True,True,False,system_development,1,newly_matched|subgroup_changed|high_level_changed,,
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwMTI4XzAzOTM2Cg==,令和４年度 電子納品保管管理システム改良業務,国土交通省中部地方整備局,23,愛知県,2022,2022-01-28T00:00:00+09:00,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r3/220128-denshi-kyoku.pdf,1.0.0,False,False,False,,0,1.1.0-lean-candidate,True,True,False,system_development,1,newly_matched|subgroup_changed|high_level_changed,,
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwMTIxXzAzOTA3Cg==,令和４年度 単価契約ホームページ等更新業務,国土交通省中部地方整備局,23,愛知県,2022,2022-01-21T00:00:00+09:00,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r3/220121-hp-kyoku.pdf,1.0.0,False,False,False,,0,1.1.0-lean-candidate,True,True,False,software_applications,1,newly_matched|subgroup_changed|high_level_changed,,
Z292Ny9jYnJfbWxpdC8yMDIyLzIwMjIwNzExXzA0MjQ2Cg==,令和４年度 工事契約管理システム改良業務,国土交通省中部地方整備局,23,愛知県,2022,2022-07-11T00:00:00+09:00,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/r4/220711-system-kyoku.pdf,1.0.0,False,False,False,,0,1.1.0-lean-candidate,True,True,False,system_development,1,newly_matched|subgroup_changed|high_level_changed,,
